index,sid,text,polarity,file
11043,-,البته براي کساني که استفاده عادي ميکنن در حد متوسط رو به بالا هستش.,+1,data/extra/Huawei U8825D Ascend G330.xml
11045,-,زماني که هنگام تاريکي بخواهيد گوشي رو شارژ بزنيد چراغ نشان دهنده وضعيت شارژ به کناره قاب گوشي ميتابد و همچنين در هنگام لمس علامت بک و ..,0,data/extra/Huawei U8825D Ascend G330.xml
11047,-,در تست هايي که بنده انجام دادم هد ست داخل جعبه گوشي کيفيت خروجي بسيار پاييني داشت  در کل ميشود استفاده کرد .,-2,data/extra/Huawei U8825D Ascend G330.xml
11048,-,در صورت نياز بايد يکي تهيه شود .,0,data/extra/Huawei U8825D Ascend G330.xml
11050,-,فيلم برداريش اصلا خوب نيست و زمان فيلم برداري خيلي کند تصوير جابجا ميشه که بنظر به گرافيکش برميگرده.,-2,data/extra/Huawei U8825D Ascend G330.xml
11052,-,کابل يو اس بي کابل شارژ کوچک انتخاب شده و مثل گوشيهاي سوني و .,0,data/extra/Huawei U8825D Ascend G330.xml
11053,-,نيست.,0,data/extra/Huawei U8825D Ascend G330.xml
11055,-,فيلم با حجم هاي بالا تست نکردم اما فايل با پسوندmp4 با حجم 4.46 mb به هنگام عقب جلو کردن وبا استفاده از برنامه  mx player   يه جورايي شطرنجي شد.,-1,data/extra/Huawei U8825D Ascend G330.xml
11057,-,در زمان استفاده بيشتر از گوشي قسمت پشت از سمت دوربين داغ ميکند.,-1,data/extra/Huawei U8825D Ascend G330.xml
11058,-,ولي قابل تحمل .,+1,data/extra/Huawei U8825D Ascend G330.xml
11059,-,10.,0,data/extra/Huawei U8825D Ascend G330.xml
11060,-,روي دوربين دوم اصلا حساب باز نکنيد کيفيت بسيار پايين.,-2,data/extra/Huawei U8825D Ascend G330.xml
11061,-,من 1ماهه اين گوشي رو دارم ازش راضي ام نسبت به قيمتش امکانات خوبي داره و توقعات ادم رو براورده ميکنه بنظرم تنها عيبي که داره باطريش نسبت به کارايي گوشي ضعيفه و زود تموم ميشه و اگه بخواي باهاش کار کني تقريبا بايد هر روز شارژش کني با سپاس از سايت خوب ديجي کالا,-1,data/extra/Huawei U8825D Ascend G330.xml
11062,-,سلام بچه ها.,0,data/extra/Huawei U8825D Ascend G330.xml
11063,-,من اين گوشي رو امروز سفارش دادم بياد.,0,data/extra/Huawei U8825D Ascend G330.xml
11064,-,پسر عموم اينو تازه خريده .,0,data/extra/Huawei U8825D Ascend G330.xml
11065,-,ميگه معرکست.,+1,data/extra/Huawei U8825D Ascend G330.xml
11066,-,از هر نظر تستش کرديم.,0,data/extra/Huawei U8825D Ascend G330.xml
11067,-,بازي هاي HD رو هم رو اجرا ميکنه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11068,-,بدون لگ و تيک.,+1,data/extra/Huawei U8825D Ascend G330.xml
11069,-,فقط به نظر من تنها عيبش اينه که باطريش يه خرده ضعيفه.,-1,data/extra/Huawei U8825D Ascend G330.xml
11070,-,در حالت استفاده عادي دو يا سه روز دووم مياره.,+1,data/extra/Huawei U8825D Ascend G330.xml
11071,-,اما در عرض 40 دقيقه شارژ ميشه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11072,-,کيفيت دوربينش هم خوبه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11073,-,در کل نظر من در موردش خوبه و نسبتا عاليه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11074,-,اگه شما هم مثل من دو دل بودين.,0,data/extra/Huawei U8825D Ascend G330.xml
11075,-,يه روز گوشي دستون باشه.,0,data/extra/Huawei U8825D Ascend G330.xml
11076,-,من دو هفتس اين گوشيو از ديجي کالا گرفتم.,0,data/extra/Huawei U8825D Ascend G330.xml
11077,-,تشکر ميکنم از سايت خوب ديجي کالا که بهترين فروشگاه تو ايرانه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11078,-,من بعد يک ماه بررسي اين گوشيو خريدم قبلا هم سامسونگ Ace داشتم.,0,data/extra/Huawei U8825D Ascend G330.xml
11079,-,تا اينجا که گوشي خوبي بوده فقط يکم باطريش زود خالي ميشه که البته من خيلي کار ميکشم.,-1,data/extra/Huawei U8825D Ascend G330.xml
11080,-,استفاده عادي دو روز جواب ميده.,+1,data/extra/Huawei U8825D Ascend G330.xml
11081,-,يکمم رمش پايينه و بخاطر برنامه هاي پيش فرض گوگل رمش هميشه پره که حتما بايد گوشيو روت کنيد تا بتونيد از شرشون خلاص شيد.,-1,data/extra/Huawei U8825D Ascend G330.xml
11082,-,در کل از خريدش راضيم با اين قيمت بهتر از اين نميتونستم گوشي پيدا کنم.,+1,data/extra/Huawei U8825D Ascend G330.xml
11083,-,سلام   چند وقتي هست از ديجي کالا خريدم و  تشکر ميکنم از ارسال به موقع.,0,data/extra/Huawei U8825D Ascend G330.xml
11084,-,بنظر من کارکرد باطريش اصلا خوب نيست و همچنين فيلمبرداريش.,-2,data/extra/Huawei U8825D Ascend G330.xml
11085,-,گوشيه عالي هستش اما باطريش خيلي زود خالي ميکنه به 24 ساعت نميکشه و من کار خاصي باهاش انجام نميدم که زياد مصرف داشته باشه البته  من شارژ اوليه نذاشتم شايد دليلش اين باشه.,-1,data/extra/Huawei U8825D Ascend G330.xml
11086,-,از خوبي اين گوشي هر چي بگيم کمه ولي من فقط معايب که نه در واقع نقاط ضعفشو ميگم 1: کيفيت پايين صداي خروجي مربوط به پورت هنزفري 2: تا حدودي پايين بودن نگه داري شارژ باطري 3: متوسط بودن رم گوشي (512) که البته نسبت به قيمتش تو اين رنج معقوله,0,data/extra/Huawei U8825D Ascend G330.xml
11087,-,من دو روزه که گوشي رو خريدم.,0,data/extra/Huawei U8825D Ascend G330.xml
11088,-,صفحه نمايش و تاچش اولين چيزيه که هرکي ميبينه تعريف ميکنه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11089,-,ويديو تا 720p راحت پخش ميکنه اما 1080p رو نه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11090,-,اندرويد 4.0.4 روشه نه 4 .,+1,data/extra/Huawei U8825D Ascend G330.xml
11091,-,راديو هم داره.,+1,data/extra/Huawei U8825D Ascend G330.xml
11092,-,من باهاش تو اينترنت رفتم از طريق wifi.,+1,data/extra/Huawei U8825D Ascend G330.xml
11093,-,واقعا عالي بود و اصلا عملکردش تو سايتاي سنگين کند نشد.,+2,data/extra/Huawei U8825D Ascend G330.xml
11094,-,تازه خريدم.,0,data/extra/Huawei U8825D Ascend G330.xml
11095,-,مزاياشو ميگم: 1- کيفيت دوربينش خوبه و قابل قبول يعني مطمئن باشيد دلتونو نميزنه 2-راديو داره(4.4 اندرويد آپديد شده و توسط شرکتش فارسي شده) 3-منوهاش و دسترسيش خوبه انصافا 4-طراحي شيک بدنه و ابعاد متناسب 5- تفاوت چنداني با جي600 نداره اما قيمتش پايين تره !,+2,data/extra/Huawei U8825D Ascend G330.xml
11096,-,6-باتريش خيلي خيلي خوبه.,+2,data/extra/Huawei U8825D Ascend G330.xml
11097,-,کلي کار کردم 10 درصدش تموم شد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11098,-,7-بازي هاي اچ دي رو اجرا ميکنه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11099,-,بعد از خريد خاموش کنيد و 6-5ساعتي بزنيد شارژ تا خازناش پر بشه و بالا بياد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11100,-,معايب: انتظار داشتم سرعت فوق العاده بالايي داشته باشه اما فوق العاده نيست.,-1,data/extra/Huawei U8825D Ascend G330.xml
11101,-,در حد عاليه,+1,data/extra/Huawei U8825D Ascend G330.xml
11102,-,تازه خريدمش.,0,data/extra/Huawei U8825D Ascend G330.xml
11103,-,گوشي خوش دست و شيکي هست و از سرعتش راضيم هنوز دقيق بررسيش نکردم ولي مطمئنم نسبت به قيمتش بايد خيلي خوب باشه.,+2,data/extra/Huawei U8825D Ascend G330.xml
11104,-,با توجه به قيمت ساير گوشي ها با همين سخت افزار در حدود 30% ارزانتر مي باشد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11105,-,اما کيفيت ساخت بدنه بخصوص قسمت در پوش باتري و سيم کارت داراي کيفيت ساخت پايين و در مقابل اثر انگشت،  اثر پذير مي باشد.,-1,data/extra/Huawei U8825D Ascend G330.xml
11106,-,البته در تست هايي که از خود گوشي گرفته شده از قبيل an tu tu benchmark 3.0.3 کارايي اين دستگاه معادل کارايي sumsung galaxy nexus مي باشد(6600) و از کارايي بسياري از htc هاي موجود در بازار از قبيل desire sv و .,+1,data/extra/Huawei U8825D Ascend G330.xml
11107,-,که در حدود دوبرابر قيمت آن مي باشند بالاتر است.,+1,data/extra/Huawei U8825D Ascend G330.xml
11108,-,در خصوص گارانتي گويا شرکت مايکروتل وارد کننده گوشي مي باشد،  اما گارانتي گوشي تعويض نبوده و فقط جهت تعمير مي باشد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11109,-,البته شايان ذکر است که سيم کارت هاي همراه اول در آن هر از گاهي از شبکه خارج مي شوند ولي اين مشکل با سيم کارت هاي ايرانسل وجود ندارد.,0,data/extra/Huawei U8825D Ascend G330.xml
11110,-,از همه نظر بين گوشي هاي هم رده عاليه.,+1,data/extra/Huawei U8825D Ascend G330.xml
11111,-,اکثر دو سيمکارته هاي آندرويدي يا صفحه نمايش ضعيفي و کوچکي دارن يا سخت افزارشون ضعيفه .,0,data/extra/Huawei U8825D Ascend G330.xml
11112,-,اما اين کيفيت صفحه نمايش محشري داره و سخت افزار خوبي هم داره.,+2,data/extra/Huawei U8825D Ascend G330.xml
11113,-,بعضي از دوستان گفته بودن نگران آپديت اين گوشي در آينده هستن.,0,data/extra/Huawei U8825D Ascend G330.xml
11114,-,طبق بررسي بنده در سايت رسمي شرکت هوآوي نرم افزاري هست به اسم HiSuite که زبان فارسي هم هست.,+1,data/extra/Huawei U8825D Ascend G330.xml
11115,-,اين برنامه يک پي سي سوئيت خوب هست که با اتصال گوشيتون از طريق USB و يا Wifi ميتونين اکثر قسمت هاي مهم گوشيتون نظير برنامه ها و بازي ها -مخاطبين - پيام ها - موسيقي و فيلم و عکس و حتي تصوير زمينه را ويرايش ذخيره و مديريت کنيد .,+1,data/extra/Huawei U8825D Ascend G330.xml
11116,-,گزينه اي هم بنام بروزرساني داره که در صورتي که شرکت هوآوي آپديت جديد بده آنلاين ميتونين آپديت رو دريافت کنيد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11117,-,گزينه ي ديگري هم بنام Theme UI tool داره که ميتونين براي گوشيتون تم بسازيد (البته فعلا فقط مدل هاي D1 و Honor را پشتيباني ميکنه) يکي ديگه از مزيت هاي اين برنامه اينه که لازم نيست براي نصب برنامه روي گوشيتون فايل هاي apk را داخل گوشي بريزين و بعد نصب کنيد.,0,data/extra/Huawei U8825D Ascend G330.xml
11118,-,"ميتونين با اتصال گوشيتون به کامپيوتر با دوبار کليک کردن رو فايل نصبي برنامه , براحتي برنامه ها تون رو نصب کنيد .",+1,data/extra/Huawei U8825D Ascend G330.xml
11119,-,اين کار را هم ميشه براي چند فايل همزمان انجام داد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11120,-,از برنامه ي Moborobo هم ميشه براي همه ي گوشي هاي آندرويدي استفاده کرد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11121,-,اميدوارم کمکي کرده باشم .,0,data/extra/Huawei U8825D Ascend G330.xml
11123,-,گوشيه خيلي عالي ايه فقط بديش اينه که فکر ميکنم ابديت نميشه ديگه,+1,data/extra/Huawei U8825D Ascend G330.xml
11125,-,من خيلي گوشي هارو تست کردم.,0,data/extra/Huawei U8825D Ascend G330.xml
11126,-,بقول معروف هرچي پول بدي آش ميخوري.,0,data/extra/Huawei U8825D Ascend G330.xml
11127,-,ولي حداقل نسبت به مدل مشابه خودش تو برند سامسونگ يعني گالکسي اس دو سيم هم از نظر سخت افزاري بهتره هم ارزونتره .,+1,data/extra/Huawei U8825D Ascend G330.xml
11128,-,تو برند هاي ديگه که رقيب نداره.,+1,data/extra/Huawei U8825D Ascend G330.xml
11129,-,خلاصه تو مقام مقايسه با هم رديفاي خودش عاليترينه,+2,data/extra/Huawei U8825D Ascend G330.xml
11130,-,امروز به دستم رسيد همونطور که انتظار داشتم خوب و خوش دست بود.,+1,data/extra/Huawei U8825D Ascend G330.xml
11131,-,به نسبت قيمت گوشي خوبيه در AnTuTu Benchmark V3.0.3 هم امتياز 6500 رو کسب کرد.,+1,data/extra/Huawei U8825D Ascend G330.xml
11132,-,من که مي خواستم گوشي بخرم دو تا تا انتخاب داشتم xperia sola .,0,data/extra/Huawei U8825D Ascend G330.xml
11133,-,galaxy ace 2 که بعد کمي تحقيق اين گوشيو پيدا کردم اين گوشي جز اينکه تمام امکانات سخت افزاريش شبيه گوشي هاي ديگه که گفتم بود دوتا مزاياي ديگه داشت اينکه صفحش 4 اينچه و قيمتش مناسب تره .,+1,data/extra/Huawei U8825D Ascend G330.xml
11134,-,.به نظر من که باصرفه تره درضمن تمام  بازيهاي hd وgame loft رو جواب ميده بدون هنگ و تيک,+1,data/extra/Huawei U8825D Ascend G330.xml
11135,-,واقعا ازش راضيم به نظرم هم از بابت اينترنت و هم شارژ باطري برخلاف نظر دوستان بسيار خوب جواب داده.,+2,data/extra/Huawei U8825D Ascend G330.xml
11136,-,برندهاي ديگه باهمين مشخصات رو زير يک ميليون نميتوني پيدا کني فقط هواوي چون توي ايران هنوز بازارشو پيدا نکرده قيمتاش ارزونه و خريدنش به شدت بصرفه است.,+2,data/extra/Huawei U8825D Ascend G330.xml
11137,-,من که خريدم بدي ازش نديدم به شما هم پيشنهاد ميکنم بخريد ضرر نميکنيد از هر نظر عاليه مخصوصا دوسيمکارته بودنش ويه چيز ديگه اينکه توي اين رنج قيمت هيچ گوشي بهتر از اين گيرتون نمياد,+1,data/extra/Huawei U8825D Ascend G330.xml
11138,-,با سلام خدمت دوستان من دوسيمکارتشو دارم خيلي عاليه فکرنمي کردم با اين قيمت بشه اينجورگوشي اي خريد از لحاظ انتن دهي هر دو سيم کارت عاليه                                                                                                   باتريشم با مکالمه و اس دادن و کمي اهنگ گوش کردن من 2روز و نيم بردم                                                       بازي هاي اچ دي مثل ريل ريسينگ 3 رو به راحتي اجرا کرده                                                                            تاچش عاليه                                                                                                                                          دوربينش متوسط به بالاست                                                                                                                      سرعتش عاليه و باتريشم عاليه                                                                                                               بدنه مقاوم و خوبيم داره,+2,data/extra/Huawei U8825D Ascend G330.xml
11139,-,من مدل 2 سيمکارتشو گرفتم،  اوايل خوب کار ميکرد،  ولي بعد 2 هفته آنتن دهيش خيلي ضعيف شده،  بعضي جاها داخل شهرا آنتن ميده، ولي انصافا از جهات ديگه مشکلي نداره,+1,data/extra/Huawei U8825D Ascend G330.xml
11140,-,تاچش خوبه  باطري متوسط دوربين ضعيفه و فيلم برداري ضعيفتر اصلا خوشکل نيست کيفيت بدنش خيلي بده کارکردن با اس ام اس و شماره گيرش خيلي سخته و کانتکتش ضعيفه و برنامه جانبي هم نميتونيد بريزيد چون دو سيم کارتست سرعتش خوبه و برنامه بدون مشکل نصب و اجرا ميشه  نيم ساعته کامل شارژ ميشه ولي زود تموم ميشه البته مثل بقيه گوشيهاي اندرويدي دو سيم کارتش با هم عالي کار ميکنه و مشکلي نداره در مجموع من پشيمونم و به نظر من مقداري پول بيشتر بذاريد روش يه گوشي بهتر بخريد البته در مورد برندش نميتونم بگم اين برند خوب نيست ،  ممکنه اين مدلش ضعيف بوده,-2,data/extra/Huawei U8825D Ascend G330.xml
11141,-,واقعا گوشي شيک و دل پسندي هستش و امکاناتش با قيمتش متناسب هست به خصوص که دوربين دوم هم داره,+2,data/extra/Huawei U8825D Ascend G330.xml
11142,-,اين گوشي نسبت به قيمتش واقعا عاليه,+2,data/extra/Huawei U8825D Ascend G330.xml
11143,-,من چند روز ه خريدمش .,0,data/extra/Huawei U8825D Ascend G330.xml
11144,-,عاgي واقعاً راضيم ازش .,+1,data/extra/Huawei U8825D Ascend G330.xml
11145,-,اصلاً هم هنگ مي کنه بازيه HD هم روش نصب کردم .,+2,data/extra/Huawei U8825D Ascend G330.xml
11146,-,از همه بهتر هم مي تونم به کيفيت بالاي صفحه نمايشش اشاره کنم .,+1,data/extra/Huawei U8825D Ascend G330.xml
11147,-,اپتيموس بلک خيلي از اين بهتره .,-1,data/extra/Huawei U8825D Ascend G330.xml
11148,-,قابل مقايسه نيستند اما بازم اينم تو اين رنج قيمتي گوشي خوب و راضي کننده اي هست.,+1,data/extra/Huawei U8825D Ascend G330.xml
11149,-,اين گوشي 2 مدل هستش  اينجا مشخصات تک سيم کارت هستش G330 اما گوشي هاي G330 d دو سيم کارت هستن من تاره خريدم فکر نميکردم 2 سيم کارت باشه,+1,data/extra/Huawei U8825D Ascend G330.xml
11154,-,اگرچه جنس بدنه Google Nexus 7 از پلاستیک ساخته شده است اما بسیار مقاوم و با کیفیت به نظر می‌رسد و به دلیل شکل کاملا مستطیلی آن،  به راحتی می‌توان با یک دست با آن کار کرد.,+1,data/extra/Asus Google Nexus 7 3G - 32GB_Hosseini.xml
11167,-,• سخت افزار از نظر سخت افزاری این دستگاه استثنایی است.,+1,data/extra/Asus Google Nexus 7 3G - 32GB_Hosseini.xml
11183,-,• نرم افزار همان‌طور که گفته شد Google Nexus 7 اولین تبلتی است که به صورت پیش فرض از نسخه 4.1 یا Jelly Bean اندروید بهره می‌برد.,0,data/extra/Asus Google Nexus 7 3G - 32GB_Hosseini.xml
11197,-,دوربین فیلم‌برداری GZ-MG255 از دیگر مدل‌های JVC است که کیفیت تصویری بسیار خوبی دارد.,+2,data/extra/JVC GZ-MG255.xml
11199,-,دوربین فیلم‌برداری JVC مدل GZ-MG255 از مدل‌های سری Everio است که اولین دوربین‌های فیلم‌برداری مبتنی بر هارد را عرضه کرده است.,0,data/extra/JVC GZ-MG255.xml
11201,-,از مشخصه‌های جدیدی که در GZ-MG255 ارائه شده می‌توان به دست‌رسی مستقیم برای رایت DVD،  تهیه آسان فایل‌های پشتیبان،  قابلیت‌های ویرایشی تصویر در خود دوربین و پشتیبانی از SDHC اشاره کرد.,+1,data/extra/JVC GZ-MG255.xml
11202,-,دوربین فیلم‌برداری JVC مدل GZ-MG255 به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.,+1,data/extra/JVC GZ-MG255.xml
11203,-,این دوربین از حساسیت خوبی بهره می‌برد که در مواردی از مدل‌های مشابه خود به‌تر شده است.,+1,data/extra/JVC GZ-MG255.xml
11208,-,با دوربین فیلم‌برداری JVC مدل GZ-MG255 دیگر برای ثبت فایل‌ها بر روی DVD یا ویرایش آن‌ها مشکلی نخواهید داشت.,+1,data/extra/JVC GZ-MG255.xml
11210,-,دوربین فیلم‌برداری MG255 به مجموعه نرم‌افزاری خوبی مجهز است.,+1,data/extra/JVC GZ-MG255.xml
11214,-,تصاویر آن نیز کیفیت خوبی دارند.,+1,data/extra/JVC GZ-MG255.xml
11215,-,GZ-MG255 تنها سه اینچ ضخامت دارد.,0,data/extra/JVC GZ-MG255.xml
11216,-,وزن سبک،  قابلیت‌‌های خوب،  کاربری‌ آسان و تکنولوژی پیش‌رفته از ویژگی‌هایی هستند که GZ-MG255 را به دوربین مناسبی تبدیل کرده‌اند.,+1,data/extra/JVC GZ-MG255.xml
11217,-,این دوربین به منظره یاب مجهز نیست و باید با صفحه نمایش آن کار کنید.,-1,data/extra/JVC GZ-MG255.xml
11218,-,از دیگر امکانات آن می‌توان به USB 2.0،  مبدل AV و S-Video اشاره کرد.,0,data/extra/JVC GZ-MG255.xml
11219,-,از تنظیمات دستی GZ-MG255 نیز می‌توان به فوکوس،  تنظیمات نوردهی،  سرعت شاتر،  تراز سفیدی و امکان دست‌رسی سریع و مستقیم به بعضی قابلیت‌ها اشاره کرد.,+1,data/extra/JVC GZ-MG255.xml
11220,-,دوربین فیلم‌برداری GZ-MG255 از جمله‌ مدل‌هایی است که رضایت شما را جلب خواهد کرد.,+1,data/extra/JVC GZ-MG255.xml
11222,-,مشخصه‌های اصلی دوربین فیلم‌برداری JVC مدل GZ-MG255: • هارد 30 گیگابایتی• CCD کارآمد 1.39 اینچی 2.18 پیکسلی• زوم اپتیکال 10 برابر• فلاش• حداکثر اندازه عکس: 1224×1632 پیکسل• صفحه نمایش 2.7 اینچی وایداسکرین• مدت زمان فیلم‌برداری در حالت Ultra: 7 ساعت• مدت زمان عکاسی در حالت Fine: 10.5 ساعت• مدت زمان عکاسی در حالت Norm: 14 ساعت• مدت زمان عکاسی در حالت Eco: 37.5 ساعت• CyberLink’s PowerCinema NE • Direct DVD/Direct Back-Up • PowerDirector 5 NE Express,0,data/extra/JVC GZ-MG255.xml
11224,-,پسر من يکي داره و خيلي عالي کار ميکنه   از لحاظ کيفيت عالي,+2,data/extra/Sony PlayStation 2.xml
11225,-,من خودم يه دونه دارم خيلي خوب هستش و کيفيت بازي هاش هم خيلي خوبه ولي الان خيلي به‌صرفه نيست خريدنش,+1,data/extra/Sony PlayStation 2.xml
11226,-,از لحاظ کيفيت حرف نداره ولي از لحاظ گرافيکی با ديگر رقبا يکم عقبه ..,0,data/extra/Sony PlayStation 2.xml
11227,-,در زمان خود به عنوان بهترين کنسول ايفاي نقش مي کرد.,+1,data/extra/Sony PlayStation 2.xml
11228,-,از لحاظ کيفيت خوب نيست,-1,data/extra/Sony PlayStation 2.xml
11229,-,من خودم دارم.,0,data/extra/Sony PlayStation 2.xml
11231,-,از لحاظ کيفيت عالي است,+1,data/extra/Sony PlayStation 2.xml
11232,-,پلی استیشن‌2 یک سیستم کامپیوتری مختص سرگرمی است که از مزیت‌های آن نسبت به یک پی سی می‌توان به وزن سبک،  اندازه‌ی کوچک و قیمت مناسب آن اشاره کرد.,+1,data/extra/Sony PlayStation 2.xml
11233,-,این دستگاه قابلیت اتصال به شبکه‌ی جهانی را دارد.,+1,data/extra/Sony PlayStation 2.xml
11234,-,هم اکنون 1400 بازی متفاوت برای این سیستم در بازار وجود دارد.,+1,data/extra/Sony PlayStation 2.xml
11235,-,طراحی پلی استیشن 2 سری 70000 نسبت به مدل قبلی خود تفاوت چندانی ندارد،  ولی از لحاظ تکنولوژی تا اندازه‌ای نسبت به نسل قبلی خود برتری دارد.,+1,data/extra/Sony PlayStation 2.xml
11236,-,بدنه‌ی این دستگاه طوری طراحی شده که بتواند جدیدترین تکنولوژی روز را در خود جای دهد.,+1,data/extra/Sony PlayStation 2.xml
11237,-,از ویژگی‌های این کنسول می‌توان به دسته‌های شوک‌‌دار،  درگاه‌های خروجی و ورودی مخصوص بازی،  دو عدد شیار کارت حافظه،  دو عدد پورت USB و بسیاری دیگر اشاره کرد.,+1,data/extra/Sony PlayStation 2.xml
11238,-,این دستگاه در دو رنگ مشکی و نقره‌ای عرضه شده است.,+1,data/extra/Sony PlayStation 2.xml
11239,-,بازی به صورت آنلاین قابلیت بسیار جالبی است که در این کنسول می‌بینید.,+1,data/extra/Sony PlayStation 2.xml
11240,-,به این ترتیب،  شما می‌توانید در هر زمان که خواستید به صورت آنلاین با رقبای بی‌شماری در سراسر جهان بازی کنید.,+1,data/extra/Sony PlayStation 2.xml
11241,-,این دستگاه ابعادی با اندازه‌های 28×152×230 میلی‌متر و 900 گرم وزن دارد.,0,data/extra/Sony PlayStation 2.xml
11242,-,برق مصرفی آن نیز برق شهر است.,0,data/extra/Sony PlayStation 2.xml
11243,-,طراحی و ساخت طراحی این گوشی اصلا با دیگر گوشی‌های معروف سامسونگ بیگانه نیست.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11244,-,می‌توان آنرا بزرگ شده گلکسی اس 3 و یا حتی کوچک شده گلکسی نوت 2 دانست.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11245,-,با همان لبه های گرد و همان استایل همیشگی.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11246,-,البته با دیدن آن بیشتر گوشی‌های خانواده نوت در ذهنتان تداعی خواهند شد.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11247,-,قاب نقره ای رنگ موجود در اطراف بدنه یکی از اصلی‌ترین فاکتورهایی است که این گوشی را شبیه به نوت نموده است.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11248,-,ابعاد این گوشی 77×143 و قطر آن نیز مقداری کمتر از 1 سانتی متر است که ابعاد نسبتا بزرگی محسوب می‌گردد که برای کار با یک دست یا آن قطعا مشکل خواهید داشت.,-1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11249,-,با اینکه قطر این گوشی حدود 2 میلی متر از آیفون 5 بیشتر است ولی با توجه به این ابعاد می‌توان گفت که اصلا یک گوشی قطور محسوب نمی‌گردد،  ولی با وجود وزن 162 گرمی آن مقداری سنگین به نظر می‌آید.,-1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11250,-,با نگاهی به اطراف گوشی می‌بینیم که کلیدها و شکاف‌های مختلفی در طرفین گوشی وجود دارند.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11251,-,بر روی لبه بالایی گوشی فقط جک 3.5 میلی متری هدفون قرار دارد.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11252,-,اما بر خلاف بسیاری از گوشی‌ها،  کلید پاور و کلید کنترل صدای این گوشی در کنار یکدیگر نیستند و یکی بر روی لبه سمت چپ و دیگری بر روی لبه سمت راست گوشی تعبیه شده است.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11253,-,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11254,-,نهایتا بر روی قاب پشتی گوشی نیز دوربین،  فلاش LED،  بلندگو و لوگوی سامسونگ به چشم می‌خورد.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11255,-,قاب پشتی مقداری بافت دارد که با وجود عمق کم بافت‌ها،  تاثیر خوبی بر امنیت گوشی در دست می‌گذارد و تا حدود زیادی مانع لیز خوردن گوشی می‌شود.,+1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11256,-,در ضمن،  قاب پشتی گوشی به راحتی توسط کاربر قابل باز شدن است و قابل تعویض نیز می‌باشد.,+1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11257,-,صفحه نمایش این قسمت گوشی جائیست که سامسونگ با تغییر عمده آن توانسته قیمت گوشی را کاهش دهد.,+1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11258,-,صفحه نمایش موجود بر روی این گوشی یک صفحه نمایش 5 اینچی لمسی خازنی از نوع LCD می‌باشد که قادر است 16 میلیون رنگ را نمایش دهد.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11259,-,تا به اینجا همه چیز خوب است.,+1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11260,-,اما وقتی متوجه شوید که رزولوشن این صفحه نمایش 800×480 پیکسل است نا امید خواهید شد.,-1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11261,-,رزولوشن WVGA بر روی یک صفحه نمایش 5 اینچی؟,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11262,-,این رزولوشن تراکم پیکسلی 187ppi را تولید می‌نماید که تراکم پیکسلی بسیار پایینی است.,-2,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
11263,-,البته در فاصله استاندارد گوشی از چشم،  پیکسل‌ها دیده نمی‌شوند،  اما اگر با دقت به صفحه نمایش نگاه کنید می‌توانید به راحتی پیکسل‌های صفحه نمایش را تشخیص دهید.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
